Token	ObservationDate	HoldValue	TradeValue	ASXCode	AvgHoldValue	MAAvgHoldKey	MAAvgHoldValue
ZINC	20/09/2016	135430.86	646836.9	17	7966.521176	SM0	135430.86
BAUXITE	21/09/2016	179262.125	120740.5	4	44815.53125	SM0	179262.125
BIO TECHNOLOGY	21/09/2016	143846.037	962508.1	24	5993.584875	SM0	143846.037
BIOTECH	21/09/2016	61000	475220.5	1	61000	SM0	61000
COBALT	21/09/2016	171659.119	875256.9	12	14304.92658	SM0	171659.119
COKING COAL	21/09/2016	269740.317	611772.8	5	53948.0634	SM0	269740.317
COPPER	21/09/2016	121668.35	2202643.3	23	5289.92826	SM0	121668.35
DIGITAL HEALTHCARE	21/09/2016	140570.318	4549564.8	2	70285.159	SM0	140570.318
FINANCIAL TECHNOLOGY	21/09/2016	97196.435	1578593.7	12	8099.702916	SM0	97196.435
GOLD	21/09/2016	146631.7755	1084385.3	24	6109.657312	SM0	146631.7755
GRAPHENE	21/09/2016	83333.087	29691	2	41666.5435	SM0	83333.087
GRAPHITE	21/09/2016	157111.121	9613486.1	23	6830.918304	SM0	157111.121
JUNIOR GOLD	21/09/2016	207812.045	5101139.5	24	8658.835208	SM0	207812.045
LARGE GOLD	21/09/2016	152921.28	158682106	14	10922.94857	SM0	152921.28
LITHIUM	21/09/2016	231366.322	8568153.8	23	10059.4053	SM0	231366.322
MEDICAL CANNABIS	21/09/2016	105641.066	176046	6	17606.84433	SM0	105641.066
MEMORY TECHNOLOGY	21/09/2016	110000	21573.2	1	110000	SM0	110000
MINING SERVICES	21/09/2016	97052.445	252099	1	97052.445	SM0	97052.445
NICKEL	21/09/2016	132909.025	833374	12	11075.75208	SM0	132909.025
OIL & GAS	21/09/2016	93863.587	34376763.2	12	7821.965583	SM0	93863.587
POTASH PHOSPHATE	21/09/2016	95821.581	19088166.4	7	13688.79729	SM0	95821.581
RENEWABLE ENERGY	21/09/2016	143589.6	1877988	1	143589.6	SM0	143589.6
SILVER	21/09/2016	119291.236	280681.8	8	14911.4045	SM0	119291.236
STEM CELLS THERAPEUTICS	21/09/2016	46090.24	1282064	1	46090.24	SM0	46090.24
TIN	21/09/2016	182974.458	262515.1	7	26139.20829	SM0	182974.458
URANIUM	21/09/2016	132643.777	2065363.3	19	6981.251421	SM0	132643.777
VANADIUM	21/09/2016	92182.714	387846.6	3	30727.57133	SM0	92182.714
ZINC	21/09/2016	133921.031	673976	17	7877.707705	SM0	133921.031
BAUXITE	22/09/2016	180524.75	114223.5	4	45131.1875	SM0	180524.75
BIO TECHNOLOGY	22/09/2016	148674.6935	2408248.6	24	6194.778895	SM0	148674.6935
BIOTECH	22/09/2016	62000	173972	1	62000	SM0	62000
COBALT	22/09/2016	176547.297	455612.2	12	14712.27475	SM0	176547.297
COKING COAL	22/09/2016	266406.987	581974.3	5	53281.3974	SM0	266406.987
COPPER	22/09/2016	122041.715	7233019.5	23	5306.161521	SM0	122041.715
DIGITAL HEALTHCARE	22/09/2016	142174.592	3217948	2	71087.296	SM0	142174.592
FINANCIAL TECHNOLOGY	22/09/2016	99469.289	1726670.3	12	8289.107416	SM0	99469.289
GOLD	22/09/2016	152488.344	1534786	24	6353.681	SM0	152488.344
GRAPHENE	22/09/2016	83333.087	6235.8	2	41666.5435	SM0	83333.087
GRAPHITE	22/09/2016	158989.457	8137967.6	23	6912.585086	SM0	158989.457
JUNIOR GOLD	22/09/2016	217951.957	6180466.2	24	9081.331541	SM0	217951.957
LARGE GOLD	22/09/2016	161986.265	248813567	14	11570.4475	SM0	161986.265
LITHIUM	22/09/2016	233641.613	15015588.6	23	10158.331	SM0	233641.613
MEDICAL CANNABIS	22/09/2016	105641.066	66228	6	17606.84433	SM0	105641.066
MEMORY TECHNOLOGY	22/09/2016	125000	148962.5	1	125000	SM0	125000
MINING SERVICES	22/09/2016	97052.445	291856.5	1	97052.445	SM0	97052.445
NICKEL	22/09/2016	129565.321	1227497.3	12	10797.11008	SM0	129565.321
OIL & GAS	22/09/2016	95260.443	40498175.2	12	7938.37025	SM0	95260.443
POTASH PHOSPHATE	22/09/2016	97625.717	18181078	7	13946.531	SM0	97625.717
RENEWABLE ENERGY	22/09/2016	142734.9	3228778	1	142734.9	SM0	142734.9
SILVER	22/09/2016	121883.827	881125.4	8	15235.47838	SM0	121883.827
STEM CELLS THERAPEUTICS	22/09/2016	45884.48	952656	1	45884.48	SM0	45884.48
TIN	22/09/2016	175621.7	198109.9	7	25088.81429	SM0	175621.7
URANIUM	22/09/2016	131850.176	2089305	19	6939.482947	SM0	131850.176
VANADIUM	22/09/2016	94231.676	624884.1	3	31410.55867	SM0	94231.676
ZINC	22/09/2016	135754.72	974723.4	17	7985.571764	SM0	135754.72
BAUXITE	23/09/2016	168159.18	172498	4	42039.795	SM0	168159.18
BIO TECHNOLOGY	23/09/2016	146765.769	1000212.4	24	6115.240375	SM0	146765.769
BIOTECH	23/09/2016	63000	105336	1	63000	SM0	63000
COBALT	23/09/2016	176908.582	477454	12	14742.38183	SM0	176908.582
COKING COAL	23/09/2016	288925.507	1462577.2	5	57785.1014	SM0	288925.507
COPPER	23/09/2016	121559.897	5200868.4	23	5285.212913	SM0	121559.897
DIGITAL HEALTHCARE	23/09/2016	148752.128	5170374.1	2	74376.064	SM0	148752.128
FINANCIAL TECHNOLOGY	23/09/2016	99437.961	1716929.6	12	8286.49675	SM0	99437.961
GOLD	23/09/2016	152971.9245	1536494.6	24	6373.830187	SM0	152971.9245
GRAPHENE	23/09/2016	83333.087	5067.2	2	41666.5435	SM0	83333.087
GRAPHITE	23/09/2016	160458.818	6230208.7	23	6976.470347	SM0	160458.818
JUNIOR GOLD	23/09/2016	212662.151	5826821.7	24	8860.922958	SM0	212662.151
LARGE GOLD	23/09/2016	158590.365	179027857.5	14	11327.88321	SM0	158590.365
LITHIUM	23/09/2016	237232.777	15178198.96	23	10314.46857	SM0	237232.777
MEDICAL CANNABIS	23/09/2016	105300.931	110503	6	17550.15517	SM0	105300.931
MEMORY TECHNOLOGY	23/09/2016	145000	48032.7	1	145000	SM0	145000
MINING SERVICES	23/09/2016	100646.98	804972	1	100646.98	SM0	100646.98
NICKEL	23/09/2016	137127.133	972555.1	12	11427.26108	SM0	137127.133
OIL & GAS	23/09/2016	95437.408	36478836.8	12	7953.117333	SM0	95437.408
POTASH PHOSPHATE	23/09/2016	97980.648	19769242.6	7	13997.23543	SM0	97980.648
RENEWABLE ENERGY	23/09/2016	141025.5	1375027.5	1	141025.5	SM0	141025.5
SILVER	23/09/2016	123481.049	623285.1	8	15435.13113	SM0	123481.049
STEM CELLS THERAPEUTICS	23/09/2016	45678.72	906315	1	45678.72	SM0	45678.72
TIN	23/09/2016	179385.871	231075.6	7	25626.553	SM0	179385.871
URANIUM	23/09/2016	132191.969	2641415.4	19	6957.472052	SM0	132191.969
VANADIUM	23/09/2016	96612.628	300100.7	3	32204.20933	SM0	96612.628
ZINC	23/09/2016	135103.802	654121.1	17	7947.28247	SM0	135103.802
BAUXITE	26/09/2016	173908.195	101721	4	43477.04875	SM0	173908.195
BIO TECHNOLOGY	26/09/2016	144781.154	931907.4	24	6032.548083	SM0	144781.154
BIOTECH	26/09/2016	66000	560208	1	66000	SM0	66000
COBALT	26/09/2016	169920.744	685655.9	12	14160.062	SM0	169920.744
COKING COAL	26/09/2016	270777.357	341632.8	5	54155.4714	SM0	270777.357
COPPER	26/09/2016	122099.044	4228779.2	23	5308.654086	SM0	122099.044
DIGITAL HEALTHCARE	26/09/2016	156096.15	3848091.5	2	78048.075	SM0	156096.15
FINANCIAL TECHNOLOGY	26/09/2016	98859.201	1804085.6	12	8238.26675	SM0	98859.201
GOLD	26/09/2016	156710.9765	1734305.4	24	6529.62402	SM0	156710.9765
GRAPHENE	26/09/2016	91666.42	19570.75	2	45833.21	SM0	91666.42
GRAPHITE	26/09/2016	161661.088	6142221.8	23	7028.742956	SM0	161661.088
JUNIOR GOLD	26/09/2016	218419.781	4020567.8	24	9100.824208	SM0	218419.781
LARGE GOLD	26/09/2016	159264.145	129736094	14	11376.01036	SM0	159264.145
LITHIUM	26/09/2016	249165.77	11605286.4	23	10833.29435	SM0	249165.77
MEDICAL CANNABIS	26/09/2016	105300.931	117251	6	17550.15517	SM0	105300.931
MEMORY TECHNOLOGY	26/09/2016	140000	28464.8	1	140000	SM0	140000
MINING SERVICES	26/09/2016	100646.98	101164	1	100646.98	SM0	100646.98
NICKEL	26/09/2016	136062.614	945752.2	12	11338.55117	SM0	136062.614
OIL & GAS	26/09/2016	91029.065	21822976.4	12	7585.755416	SM0	91029.065
POTASH PHOSPHATE	26/09/2016	96676.554	12715024.1	7	13810.93629	SM0	96676.554
RENEWABLE ENERGY	26/09/2016	137606.7	1014058.5	1	137606.7	SM0	137606.7
SILVER	26/09/2016	122150.504	333122.5	8	15268.813	SM0	122150.504
STEM CELLS THERAPEUTICS	26/09/2016	46296	421987.5	1	46296	SM0	46296
TIN	26/09/2016	173907.144	99226.1	7	24843.87771	SM0	173907.144
URANIUM	26/09/2016	132051.045	856072.5	19	6950.055	SM0	132051.045
VANADIUM	26/09/2016	92997.111	102111.2	3	30999.037	SM0	92997.111
ZINC	26/09/2016	136066.595	612966.1	17	8003.917352	SM0	136066.595
BAUXITE	27/09/2016	171887.995	108357	4	42971.99875	SM0	171887.995
BIO TECHNOLOGY	27/09/2016	148616.199	1275145.2	24	6192.341625	SM0	148616.199
BIOTECH	27/09/2016	66000	244728	1	66000	SM0	66000
COBALT	27/09/2016	177283.29	545902	12	14773.6075	SM0	177283.29
COKING COAL	27/09/2016	275181.345	325025.6	5	55036.269	SM0	275181.345
COPPER	27/09/2016	121073.834	2214677.9	23	5264.079739	SM0	121073.834
DIGITAL HEALTHCARE	27/09/2016	154277.97	4255225.5	2	77138.985	SM0	154277.97
FINANCIAL TECHNOLOGY	27/09/2016	99386.217	2659509.9	12	8282.18475	SM0	99386.217
GOLD	27/09/2016	154923.251	1692876.9	24	6455.135458	SM0	154923.251
GRAPHENE	27/09/2016	83333.087	11000	2	41666.5435	SM0	83333.087
GRAPHITE	27/09/2016	155354.64	6516513.2	23	6754.549565	SM0	155354.64
JUNIOR GOLD	27/09/2016	216433.984	7186000.6	24	9018.082666	SM0	216433.984
LARGE GOLD	27/09/2016	159484.245	171103360.5	14	11391.73179	SM0	159484.245
LITHIUM	27/09/2016	243986.55	11962505.2	23	10608.11087	SM0	243986.55
MEDICAL CANNABIS	27/09/2016	105300.931	116051	6	17550.15517	SM0	105300.931
MEMORY TECHNOLOGY	27/09/2016	140000	83512.8	1	140000	SM0	140000
MINING SERVICES	27/09/2016	97052.445	75640.5	1	97052.445	SM0	97052.445
NICKEL	27/09/2016	142117.347	1631492	12	11843.11225	SM0	142117.347
OIL & GAS	27/09/2016	92160.513	24356946.1	12	7680.04275	SM0	92160.513
POTASH PHOSPHATE	27/09/2016	97407.293	22540115.9	7	13915.32757	SM0	97407.293
RENEWABLE ENERGY	27/09/2016	130769.1	3869293.5	1	130769.1	SM0	130769.1
SILVER	27/09/2016	116745.415	494998.3	8	14593.17688	SM0	116745.415
STEM CELLS THERAPEUTICS	27/09/2016	45678.72	953268	1	45678.72	SM0	45678.72
TIN	27/09/2016	186831.091	113197.4	7	26690.15586	SM0	186831.091
URANIUM	27/09/2016	130940.471	1431707.8	19	6891.603736	SM0	130940.471
VANADIUM	27/09/2016	92997.111	125577.9	3	30999.037	SM0	92997.111
ZINC	27/09/2016	138414.269	517399.7	17	8142.015823	SM0	138414.269
BAUXITE	28/09/2016	175549.605	102657.2	4	43887.40125	SM0	175549.605
BIO TECHNOLOGY	28/09/2016	144284.646	845523.3	24	6011.86025	SM0	144284.646
BIOTECH	28/09/2016	66000	119031	1	66000	SM0	66000
COBALT	28/09/2016	178797.823	999655.4	12	14899.81858	SM0	178797.823
COKING COAL	28/09/2016	259704.22	416866	5	51940.844	SM0	259704.22
COPPER	28/09/2016	121327.749	3073224	23	5275.119521	SM0	121327.749
DIGITAL HEALTHCARE	28/09/2016	151622.002	2096242.9	2	75811.001	SM0	151622.002
FINANCIAL TECHNOLOGY	28/09/2016	99998.111	1282682.5	12	8333.175916	SM0	99998.111
GOLD	28/09/2016	153225.707	913486.7	24	6384.404458	SM0	153225.707
GRAPHENE	28/09/2016	91666.42	5384	2	45833.21	SM0	91666.42
GRAPHITE	28/09/2016	155336.819	7420382	23	6753.774739	SM0	155336.819
JUNIOR GOLD	28/09/2016	211852.585	3995948.1	24	8827.191041	SM0	211852.585
LARGE GOLD	28/09/2016	153912.185	194419181	14	10993.7275	SM0	153912.185
LITHIUM	28/09/2016	276046.479	9746172.4	23	12002.02083	SM0	276046.479
MEDICAL CANNABIS	28/09/2016	106661.471	449886	6	17776.91183	SM0	106661.471
MEMORY TECHNOLOGY	28/09/2016	135000	79752.6	1	135000	SM0	135000
MINING SERVICES	28/09/2016	93457.91	128895	1	93457.91	SM0	93457.91
NICKEL	28/09/2016	139224.214	1129981.1	12	11602.01783	SM0	139224.214
OIL & GAS	28/09/2016	91465.616	26850039.2	12	7622.134666	SM0	91465.616
POTASH PHOSPHATE	28/09/2016	99537.223	33364197.2	7	14219.60329	SM0	99537.223
RENEWABLE ENERGY	28/09/2016	136752	1887280	1	136752	SM0	136752
SILVER	28/09/2016	117613.47	468274.6	8	14701.68375	SM0	117613.47
STEM CELLS THERAPEUTICS	28/09/2016	46501.76	490872	1	46501.76	SM0	46501.76
TIN	28/09/2016	190161.533	67104.1	7	27165.93329	SM0	190161.533
URANIUM	28/09/2016	126820.579	1736619.9	19	6674.767315	SM0	126820.579
VANADIUM	28/09/2016	94957.895	121834.4	3	31652.63167	SM0	94957.895
ZINC	28/09/2016	137323.129	638761.8	17	8077.831117	SM0	137323.129
BAUXITE	29/09/2016	175549.605	174534	4	43887.40125	SM0	175549.605
BIO TECHNOLOGY	29/09/2016	140476.865	930839	24	5853.202708	SM0	140476.865
BIOTECH	29/09/2016	64000	97088	1	64000	SM0	64000
COBALT	29/09/2016	174106.322	819217.6	12	14508.86017	SM0	174106.322
COKING COAL	29/09/2016	264031.015	900686.1	5	52806.203	SM0	264031.015
COPPER	29/09/2016	121165.479	3089102.5	23	5268.064304	SM0	121165.479
DIGITAL HEALTHCARE	29/09/2016	150400.971	1817172.9	2	75200.4855	SM0	150400.971
FINANCIAL TECHNOLOGY	29/09/2016	99371.348	2444062.2	12	8280.945666	SM0	99371.348
GOLD	29/09/2016	154622.955	1851842.3	24	6442.623125	SM0	154622.955
GRAPHENE	29/09/2016	91666.42	2433.5	2	45833.21	SM0	91666.42
GRAPHITE	29/09/2016	158072.426	16281749.5	23	6872.714173	SM0	158072.426
JUNIOR GOLD	29/09/2016	218369.755	7465426.7	24	9098.739791	SM0	218369.755
LARGE GOLD	29/09/2016	156891.01	139219877	14	11206.50071	SM0	156891.01
LITHIUM	29/09/2016	267115.225	9268924.3	23	11613.70543	SM0	267115.225
MEDICAL CANNABIS	29/09/2016	108491.165	299506.4	6	18081.86083	SM0	108491.165
MEMORY TECHNOLOGY	29/09/2016	135000	107443.8	1	135000	SM0	135000
MINING SERVICES	29/09/2016	97052.445	36936	1	97052.445	SM0	97052.445
NICKEL	29/09/2016	142193.866	808042.2	12	11849.48883	SM0	142193.866
OIL & GAS	29/09/2016	95175.786	80724970.3	12	7931.3155	SM0	95175.786
POTASH PHOSPHATE	29/09/2016	101588.41	20128754.2	7	14512.63	SM0	101588.41
RENEWABLE ENERGY	29/09/2016	139316.1	1388923	1	139316.1	SM0	139316.1
SILVER	29/09/2016	117821.799	918631.1	8	14727.72488	SM0	117821.799
STEM CELLS THERAPEUTICS	29/09/2016	45678.72	669552	1	45678.72	SM0	45678.72
TIN	29/09/2016	188487.319	115042	7	26926.75986	SM0	188487.319
URANIUM	29/09/2016	123675.186	1687972.2	19	6509.220315	SM0	123675.186
VANADIUM	29/09/2016	97338.847	151152.9	3	32446.28233	SM0	97338.847
ZINC	29/09/2016	144879.831	1270647	17	8522.343	SM0	144879.831
BAUXITE	30/09/2016	170941.025	114382.3	4	42735.25625	SM0	170941.025
BIO TECHNOLOGY	30/09/2016	142293.024	831210.5	24	5928.876	SM0	142293.024
BIOTECH	30/09/2016	65000	226167.5	1	65000	SM0	65000
COBALT	30/09/2016	175188.032	637047.1	12	14599.00267	SM0	175188.032
COKING COAL	30/09/2016	273054.98	645187.4	5	54610.996	SM0	273054.98
COPPER	30/09/2016	121164.083	5402684.4	23	5268.003608	SM0	121164.083
DIGITAL HEALTHCARE	30/09/2016	151381.363	1813589.9	2	75690.6815	SM0	151381.363
FINANCIAL TECHNOLOGY	30/09/2016	99543.38	2051266.3	12	8295.281666	SM0	99543.38
GOLD	30/09/2016	156093.123	1982556.832	24	6503.880125	SM0	156093.123
GRAPHENE	30/09/2016	83333.087	503441.792	2	41666.5435	SM0	83333.087
GRAPHITE	30/09/2016	156875.16	8610614.8	23	6820.65913	SM0	156875.16
JUNIOR GOLD	30/09/2016	212749.693	3554949.9	24	8864.570541	SM0	212749.693
LARGE GOLD	30/09/2016	155551.42	149442022.5	14	11110.81571	SM0	155551.42
LITHIUM	30/09/2016	282254.192	5978369.3	23	12271.92139	SM0	282254.192
MEDICAL CANNABIS	30/09/2016	107470.76	166224.8	6	17911.79333	SM0	107470.76
MEMORY TECHNOLOGY	30/09/2016	170000	442057.8	1	170000	SM0	170000
MINING SERVICES	30/09/2016	97052.445	66042	1	97052.445	SM0	97052.445
NICKEL	30/09/2016	135591.8775	524515.65	12	11299.32313	SM0	135591.8775
OIL & GAS	30/09/2016	95483.098	60402227.7	12	7956.924833	SM0	95483.098
POTASH PHOSPHATE	30/09/2016	100124.797	29223792.8	7	14303.54243	SM0	100124.797
RENEWABLE ENERGY	30/09/2016	137606.7	1160327	1	137606.7	SM0	137606.7
SILVER	30/09/2016	118129.672	613808.8	8	14766.209	SM0	118129.672
STEM CELLS THERAPEUTICS	30/09/2016	46090.24	338352	1	46090.24	SM0	46090.24
TIN	30/09/2016	187681.823	140774	7	26811.689	SM0	187681.823
URANIUM	30/09/2016	115562.971	1236973.9	19	6082.261631	SM0	115562.971
VANADIUM	30/09/2016	94957.895	57582.9	3	31652.63167	SM0	94957.895
ZINC	30/09/2016	147327.949	993666.4	17	8666.349941	SM0	147327.949
BAUXITE	3/10/2016	169615.27	99132	4	42403.8175	SM0	169615.27
BIO TECHNOLOGY	3/10/2016	140878.545	715177.2	24	5869.939375	SM0	140878.545
BIOTECH	3/10/2016	64000	94336	1	64000	SM0	64000
COBALT	3/10/2016	177547.854	775992	12	14795.6545	SM0	177547.854
COKING COAL	3/10/2016	272769.875	190713.6	5	54553.975	SM0	272769.875
COPPER	3/10/2016	121382.323	6140731.5	23	5277.492304	SM0	121382.323
DIGITAL HEALTHCARE	3/10/2016	147575.666	3855032.7	2	73787.833	SM0	147575.666
FINANCIAL TECHNOLOGY	3/10/2016	98441.383	1257685.3	12	8203.448583	SM0	98441.383
GOLD	3/10/2016	155508.157	1197088.2	24	6479.506541	SM0	155508.157
GRAPHENE	3/10/2016	74999.754	17641.05	2	37499.877	SM0	74999.754
GRAPHITE	3/10/2016	160351.047	5730843.7	23	6971.784652	SM0	160351.047
JUNIOR GOLD	3/10/2016	211790.115	2774362.8	24	8824.588125	SM0	211790.115
LARGE GOLD	3/10/2016	154196.8	61929873.5	14	11014.05714	SM0	154196.8
LITHIUM	3/10/2016	279362.029	15901680.3	23	12146.17517	SM0	279362.029
MEDICAL CANNABIS	3/10/2016	106321.336	90073	6	17720.22267	SM0	106321.336
MEMORY TECHNOLOGY	3/10/2016	155000	135206.5	1	155000	SM0	155000
MINING SERVICES	3/10/2016	98849.7125	113148.75	1	98849.7125	SM0	98849.7125
NICKEL	3/10/2016	137005.4015	360617.3	12	11417.11679	SM0	137005.4015
OIL & GAS	3/10/2016	96888.973	27346777.6	12	8074.081083	SM0	96888.973
POTASH PHOSPHATE	3/10/2016	98535.301	13290993.4	7	14076.47157	SM0	98535.301
RENEWABLE ENERGY	3/10/2016	141880.2	1027955	1	141880.2	SM0	141880.2
SILVER	3/10/2016	116050.966	204950.2	8	14506.37075	SM0	116050.966
STEM CELLS THERAPEUTICS	3/10/2016	45884.48	367058	1	45884.48	SM0	45884.48
TIN	3/10/2016	183106.877	151188.6	7	26158.12529	SM0	183106.877
URANIUM	3/10/2016	116185.264	1211616.9	19	6115.013894	SM0	116185.264
VANADIUM	3/10/2016	92997.111	61745	3	30999.037	SM0	92997.111
ZINC	3/10/2016	149251.208	697069.8	17	8779.482823	SM0	149251.208
BAUXITE	4/10/2016	174223.85	40640.2	4	43555.9625	SM0	174223.85
BIO TECHNOLOGY	4/10/2016	138749.98	848408.3	24	5781.249166	SM0	138749.98
BIOTECH	4/10/2016	64000	187328	1	64000	SM0	64000
COBALT	4/10/2016	176157.954	617798.4	12	14679.8295	SM0	176157.954
COKING COAL	4/10/2016	274921.757	274525.2	5	54984.3514	SM0	274921.757
COPPER	4/10/2016	121185.272	4097167.2	23	5268.924869	SM0	121185.272
DIGITAL HEALTHCARE	4/10/2016	151140.724	1715626.7	2	75570.362	SM0	151140.724
FINANCIAL TECHNOLOGY	4/10/2016	98389.712	3487320.1	12	8199.142666	SM0	98389.712
GOLD	4/10/2016	153556.498	1975414.8	24	6398.187416	SM0	153556.498
GRAPHENE	4/10/2016	74999.754	45320.55	2	37499.877	SM0	74999.754
GRAPHITE	4/10/2016	158927.699	8161389.9	23	6909.899956	SM0	158927.699
JUNIOR GOLD	4/10/2016	208001.639	6443264	24	8666.734958	SM0	208001.639
LARGE GOLD	4/10/2016	153234.91	172346126.5	14	10945.35071	SM0	153234.91
LITHIUM	4/10/2016	280476.147	16290452.1	23	12194.61509	SM0	280476.147
MEDICAL CANNABIS	4/10/2016	107236.183	126793.5	6	17872.69717	SM0	107236.183
MEMORY TECHNOLOGY	4/10/2016	175000	323022	1	175000	SM0	175000
MINING SERVICES	4/10/2016	107836.05	978900	1	107836.05	SM0	107836.05
NICKEL	4/10/2016	137698.748	562783	12	11474.89567	SM0	137698.748
OIL & GAS	4/10/2016	97706.272	37062137.4	12	8142.189333	SM0	97706.272
POTASH PHOSPHATE	4/10/2016	99769.076	21678931.3	7	14252.72514	SM0	99769.076
RENEWABLE ENERGY	4/10/2016	147008.4	4042172	1	147008.4	SM0	147008.4
SILVER	4/10/2016	116097.259	884567.9	8	14512.15738	SM0	116097.259
STEM CELLS THERAPEUTICS	4/10/2016	45472.96	424099	1	45472.96	SM0	45472.96
TIN	4/10/2016	185879.138	257423.9	7	26554.16257	SM0	185879.138
URANIUM	4/10/2016	114914.311	2106276.9	19	6048.121631	SM0	114914.311
VANADIUM	4/10/2016	98267.361	424127.8	3	32755.787	SM0	98267.361
ZINC	4/10/2016	155407.891	1068040.35	17	9141.640647	SM0	155407.891
BAUXITE	5/10/2016	173718.8	46832	4	43429.7	SM0	173718.8
BIO TECHNOLOGY	5/10/2016	138151.369	2300309.5	24	5756.307041	SM0	138151.369
BIOTECH	5/10/2016	64000	97888	1	64000	SM0	64000
COBALT	5/10/2016	171491.565	1777807.1	12	14290.96375	SM0	171491.565
COKING COAL	5/10/2016	267074.262	583388.1	5	53414.8524	SM0	267074.262
COPPER	5/10/2016	118896.509	4713783.3	23	5169.413434	SM0	118896.509
DIGITAL HEALTHCARE	5/10/2016	147361.76	731533.5	2	73680.88	SM0	147361.76
FINANCIAL TECHNOLOGY	5/10/2016	98831.004	3860259.6	12	8235.917	SM0	98831.004
GOLD	5/10/2016	144642.7635	2683355.6	24	6026.781812	SM0	144642.7635
GRAPHENE	5/10/2016	83333.087	28397.2	2	41666.5435	SM0	83333.087
GRAPHITE	5/10/2016	156345.833	54092468.7	23	6797.644913	SM0	156345.833
JUNIOR GOLD	5/10/2016	199536.795	12070906.3	24	8314.033125	SM0	199536.795
LARGE GOLD	5/10/2016	141435.95	281229780	14	10102.56786	SM0	141435.95
LITHIUM	5/10/2016	283890.858	10689979.3	23	12343.08078	SM0	283890.858
MEDICAL CANNABIS	5/10/2016	107130.625	104226	6	17855.10417	SM0	107130.625
MEMORY TECHNOLOGY	5/10/2016	185000	528075.1	1	185000	SM0	185000
MINING SERVICES	5/10/2016	100646.98	665154	1	100646.98	SM0	100646.98
NICKEL	5/10/2016	144388.732	578335	12	12032.39433	SM0	144388.732
OIL & GAS	5/10/2016	95915.382	53354279.9	12	7992.9485	SM0	95915.382
POTASH PHOSPHATE	5/10/2016	97440.835	17034962.6	7	13920.11929	SM0	97440.835
RENEWABLE ENERGY	5/10/2016	144444.3	4056000	1	144444.3	SM0	144444.3
SILVER	5/10/2016	117221.363	533887.4	8	14652.67038	SM0	117221.363
STEM CELLS THERAPEUTICS	5/10/2016	45884.48	399504.5	1	45884.48	SM0	45884.48
TIN	5/10/2016	185735.501	140565.5	7	26533.643	SM0	185735.501
URANIUM	5/10/2016	116819.121	1687228.9	19	6148.374789	SM0	116819.121
VANADIUM	5/10/2016	97847.193	269884	3	32615.731	SM0	97847.193
ZINC	5/10/2016	149568.372	1083515.05	17	8798.139529	SM0	149568.372
BAUXITE	6/10/2016	173403.145	121793	4	43350.78625	SM0	173403.145
BIO TECHNOLOGY	6/10/2016	136612.515	1195030.7	24	5692.188125	SM0	136612.515
BIOTECH	6/10/2016	65000	31947.5	1	65000	SM0	65000
COBALT	6/10/2016	172659.458	1881048	12	14388.28817	SM0	172659.458
COKING COAL	6/10/2016	253576.913	240127.9	5	50715.3826	SM0	253576.913
COPPER	6/10/2016	121039.232	3526951.1	23	5262.575304	SM0	121039.232
DIGITAL HEALTHCARE	6/10/2016	147433.062	2336779.7	2	73716.531	SM0	147433.062
FINANCIAL TECHNOLOGY	6/10/2016	99019.27	2648919.5	12	8251.605833	SM0	99019.27
GOLD	6/10/2016	146372.552	1572164.4	24	6098.856333	SM0	146372.552
GRAPHENE	6/10/2016	83333.087	59846.8	2	41666.5435	SM0	83333.087
GRAPHITE	6/10/2016	157673.614	37106974.5	23	6855.374521	SM0	157673.614
JUNIOR GOLD	6/10/2016	197948.888	6492418.4	24	8247.870333	SM0	197948.888
LARGE GOLD	6/10/2016	138549.295	174387757.5	14	9896.378214	SM0	138549.295
LITHIUM	6/10/2016	280223.553	12257483.3	23	12183.63274	SM0	280223.553
MEDICAL CANNABIS	6/10/2016	108749.203	542597.6	6	18124.86717	SM0	108749.203
MEMORY TECHNOLOGY	6/10/2016	195000	356050.5	1	195000	SM0	195000
MINING SERVICES	6/10/2016	100646.98	230986	1	100646.98	SM0	100646.98
NICKEL	6/10/2016	140348.662	592259.1	12	11695.72183	SM0	140348.662
OIL & GAS	6/10/2016	96100.86	64025723.3	12	8008.405	SM0	96100.86
POTASH PHOSPHATE	6/10/2016	96327.321	15294147	7	13761.04586	SM0	96327.321
RENEWABLE ENERGY	6/10/2016	139316.1	2870593	1	139316.1	SM0	139316.1
SILVER	6/10/2016	116631.081	783205.1	8	14578.88513	SM0	116631.081
STEM CELLS THERAPEUTICS	6/10/2016	51440	2448125	1	51440	SM0	51440
TIN	6/10/2016	194126.483	163620.4	7	27732.35471	SM0	194126.483
URANIUM	6/10/2016	117563.568	1952074.8	19	6187.55621	SM0	117563.568
VANADIUM	6/10/2016	99807.977	96195.2	3	33269.32567	SM0	99807.977
ZINC	6/10/2016	146043.863	1098018.7	17	8590.81547	SM0	146043.863
BAUXITE	7/10/2016	171382.945	56002	4	42845.73625	SM0	171382.945
